id,Project,SHA,Filename,Line Number,Specification,Filepath
76,apache.santuario-java,3f4f5f40,Canonicalizer20010315Excl.java,251,SortedSet_Comparable,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java
77,apache.santuario-java,3f4f5f40,Canonicalizer20010315Excl.java,283,TreeSet_Comparable,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java
78,apache.santuario-java,3f4f5f40,Canonicalizer20010315Excl.java,283,SortedSet_Comparable,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java
79,apache.santuario-java,3f4f5f40,Canonicalizer20010315Excl.java,273,TreeSet_Comparable,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java
80,apache.santuario-java,3f4f5f40,Canonicalizer20010315Excl.java,273,SortedSet_Comparable,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java
81,apache.santuario-java,3f4f5f40,Canonicalizer20010315Excl.java,222,TreeSet_Comparable,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java
82,apache.santuario-java,3f4f5f40,Canonicalizer20010315Excl.java,222,SortedSet_Comparable,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java
83,apache.santuario-java,3f4f5f40,Canonicalizer20010315Excl.java,190,TreeSet_Comparable,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java
84,apache.santuario-java,3f4f5f40,Canonicalizer20010315Excl.java,190,SortedSet_Comparable,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java
85,apache.santuario-java,3f4f5f40,Canonicalizer20010315Excl.java,170,TreeSet_Comparable,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java
86,apache.santuario-java,3f4f5f40,Canonicalizer20010315Excl.java,170,SortedSet_Comparable,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java
87,apache.santuario-java,3f4f5f40,CanonicalizerBase.java,356,Closeable_MeaninglessClose,org.apache.xml.security.c14n.implementations.CanonicalizerBase.java
88,apache.santuario-java,3f4f5f40,DOMRetrievalMethod.java,279,Closeable_MeaninglessClose,org.apache.jcp.xml.dsig.internal.dom.DOMRetrievalMethod.java
89,apache.santuario-java,3f4f5f40,XmlAttrStack.java,154,TreeSet_Comparable,org.apache.xml.security.c14n.implementations.XmlAttrStack.java
90,apache.santuario-java,3f4f5f40,XmlAttrStack.java,154,SortedSet_Comparable,org.apache.xml.security.c14n.implementations.XmlAttrStack.java
91,apache.santuario-java,3f4f5f40,Canonicalizer20010315.java,231,TreeSet_Comparable,org.apache.xml.security.c14n.implementations.Canonicalizer20010315.java
92,apache.santuario-java,3f4f5f40,Canonicalizer20010315.java,231,SortedSet_Comparable,org.apache.xml.security.c14n.implementations.Canonicalizer20010315.java
93,apache.santuario-java,3f4f5f40,IVSplittingOutputStreamTest.java,62,ByteArrayOutputStream_FlushBeforeRetrieve,org.apache.xml.security.test.stax.IVSplittingOutputStreamTest.java
94,apache.santuario-java,3f4f5f40,IVSplittingOutputStreamTest.java,63,ByteArrayOutputStream_FlushBeforeRetrieve,org.apache.xml.security.test.stax.IVSplittingOutputStreamTest.java
95,apache.santuario-java,3f4f5f40,IVSplittingOutputStreamTest.java,141,ByteArrayOutputStream_FlushBeforeRetrieve,org.apache.xml.security.test.stax.IVSplittingOutputStreamTest.java
96,apache.santuario-java,3f4f5f40,IVSplittingOutputStreamTest.java,142,ByteArrayOutputStream_FlushBeforeRetrieve,org.apache.xml.security.test.stax.IVSplittingOutputStreamTest.java
97,apache.santuario-java,3f4f5f40,IVSplittingOutputStreamTest.java,170,ByteArrayOutputStream_FlushBeforeRetrieve,org.apache.xml.security.test.stax.IVSplittingOutputStreamTest.java
98,apache.santuario-java,3f4f5f40,IVSplittingOutputStreamTest.java,171,ByteArrayOutputStream_FlushBeforeRetrieve,org.apache.xml.security.test.stax.IVSplittingOutputStreamTest.java
99,apache.santuario-java,3f4f5f40,IVSplittingOutputStreamTest.java,85,ByteArrayOutputStream_FlushBeforeRetrieve,org.apache.xml.security.test.stax.IVSplittingOutputStreamTest.java
100,apache.santuario-java,3f4f5f40,IVSplittingOutputStreamTest.java,86,ByteArrayOutputStream_FlushBeforeRetrieve,org.apache.xml.security.test.stax.IVSplittingOutputStreamTest.java
101,apache.santuario-java,3f4f5f40,IVSplittingOutputStreamTest.java,114,ByteArrayOutputStream_FlushBeforeRetrieve,org.apache.xml.security.test.stax.IVSplittingOutputStreamTest.java
102,apache.santuario-java,3f4f5f40,IVSplittingOutputStreamTest.java,115,ByteArrayOutputStream_FlushBeforeRetrieve,org.apache.xml.security.test.stax.IVSplittingOutputStreamTest.java
103,apache.santuario-java,3f4f5f40,Reference.java,738,ByteArrayOutputStream_FlushBeforeRetrieve,org.apache.xml.security.signature.Reference.java
104,apache.santuario-java,3f4f5f40,CanonicalizerBase.java,211,Closeable_MeaninglessClose,org.apache.xml.security.c14n.implementations.CanonicalizerBase.java
105,apache.santuario-java,3f4f5f40,Santuario273Test.java,85,Closeable_MeaninglessClose,org.apache.xml.security.test.dom.c14n.implementations.Santuario273Test.java
106,apache.santuario-java,3f4f5f40,SignedInfo.java,220,Closeable_MeaninglessClose,org.apache.xml.security.signature.SignedInfo.java
107,apache.santuario-java,3f4f5f40,XMLX509Certificate.java,111,Closeable_MeaninglessClose,org.apache.xml.security.keys.content.x509.XMLX509Certificate.java
108,apache.santuario-java,3f4f5f40,Santuario191Test.java,69,Closeable_MeaninglessClose,org.apache.xml.security.test.dom.c14n.implementations.Santuario191Test.java
109,apache.santuario-java,3f4f5f40,TransformSerializer.java,55,Closeable_MeaninglessClose,org.apache.xml.security.encryption.TransformSerializer.java
110,apache.santuario-java,3f4f5f40,SignedEncryptedTest.java,106,Closeable_MeaninglessClose,org.apache.xml.security.test.dom.encryption.SignedEncryptedTest.java
111,apache.santuario-java,3f4f5f40,CanonicalizerPhysical.java,134,TreeSet_Comparable,org.apache.xml.security.c14n.implementations.CanonicalizerPhysical.java
112,apache.santuario-java,3f4f5f40,CanonicalizerPhysical.java,134,SortedSet_Comparable,org.apache.xml.security.c14n.implementations.CanonicalizerPhysical.java
113,apache.santuario-java,3f4f5f40,XMLCipherTest.java,983,Closeable_MeaninglessClose,org.apache.xml.security.test.dom.encryption.XMLCipherTest.java
114,apache.santuario-java,3f4f5f40,XMLCipherTest.java,835,Closeable_MeaninglessClose,org.apache.xml.security.test.dom.encryption.XMLCipherTest.java
115,apache.santuario-java,3f4f5f40,Xpath2TransformationTest.java,136,Closeable_MeaninglessClose,org.apache.xml.security.test.dom.transforms.implementations.Xpath2TransformationTest.java
116,apache.santuario-java,3f4f5f40,XMLSignatureInput.java,533,Closeable_MeaninglessClose,org.apache.xml.security.signature.XMLSignatureInput.java
117,apache.santuario-java,3f4f5f40,X509DataTest.java,83,Closeable_MeaninglessClose,org.apache.xml.security.test.dom.signature.X509DataTest.java
118,apache.pdfbox,4c6428d7,BaseParser.java,1361,Long_BadParsingArgs,org.apache.pdfbox.pdfparser.BaseParser.java
119,apache.pdfbox,4c6428d7,MemoryTTFDataStream.java,52,Closeable_MeaninglessClose,org.apache.fontbox.ttf.MemoryTTFDataStream.java
120,apache.pdfbox,4c6428d7,CharStringHandler.java,47,Collection_UnsynchronizedAddAll,org.apache.fontbox.cff.CharStringHandler.java
121,apache.pdfbox,4c6428d7,PDAbstractContentStream.java,1545,Closeable_MeaninglessClose,org.apache.pdfbox.pdmodel.PDAbstractContentStream.java
122,apache.pdfbox,4c6428d7,AppearanceGeneratorHelper.java,332,Closeable_MeaninglessClose,org.apache.pdfbox.pdmodel.interactive.form.AppearanceGeneratorHelper.java
123,apache.pdfbox,4c6428d7,AppearanceGeneratorHelper.java,390,Closeable_MeaninglessClose,org.apache.pdfbox.pdmodel.interactive.form.AppearanceGeneratorHelper.java
124,apache.pdfbox,4c6428d7,PDStream.java,137,Closeable_MeaninglessClose,org.apache.pdfbox.pdmodel.common.PDStream.java
125,apache.pdfbox,4c6428d7,PDFXRefStream.java,241,TreeSet_Comparable,org.apache.pdfbox.pdfparser.PDFXRefStream.java
126,apache.pdfbox,4c6428d7,PDFXRefStream.java,241,SortedSet_Comparable,org.apache.pdfbox.pdfparser.PDFXRefStream.java
127,apache.pdfbox,4c6428d7,PDAcroFormTest.java,383,Closeable_MeaninglessClose,org.apache.pdfbox.pdmodel.interactive.form.PDAcroFormTest.java
128,apache.pdfbox,4c6428d7,OpenTypeScript.java,305,TreeMap_Comparable,org.apache.fontbox.ttf.OpenTypeScript.java
129,apache.pdfbox,4c6428d7,TTFSubsetter.java,1134,TreeSet_Comparable,org.apache.fontbox.ttf.TTFSubsetter.java
130,apache.pdfbox,4c6428d7,TTFSubsetter.java,1134,SortedSet_Comparable,org.apache.fontbox.ttf.TTFSubsetter.java
131,apache.pdfbox,4c6428d7,TTFSubsetter.java,571,Closeable_MeaninglessClose,org.apache.fontbox.ttf.TTFSubsetter.java
132,apache.pdfbox,4c6428d7,TTFSubsetter.java,712,Closeable_MeaninglessClose,org.apache.fontbox.ttf.TTFSubsetter.java
133,apache.pdfbox,4c6428d7,TTFSubsetter.java,962,Closeable_MeaninglessClose,org.apache.fontbox.ttf.TTFSubsetter.java
134,apache.pdfbox,4c6428d7,TTFSubsetter.java,575,TreeSet_Comparable,org.apache.fontbox.ttf.TTFSubsetter.java
135,apache.pdfbox,4c6428d7,TTFSubsetter.java,575,SortedSet_Comparable,org.apache.fontbox.ttf.TTFSubsetter.java
136,apache.pdfbox,4c6428d7,SampledImageReader.java,128,Closeable_MeaninglessClose,org.apache.pdfbox.pdmodel.graphics.image.SampledImageReader.java
137,apache.pdfbox,4c6428d7,SampledImageReader.java,342,Closeable_MeaninglessClose,org.apache.pdfbox.pdmodel.graphics.image.SampledImageReader.java
138,apache.pdfbox,4c6428d7,IOUtils.java,118,Closeable_MeaninglessClose,org.apache.pdfbox.io.IOUtils.java
139,apache.pdfbox,4c6428d7,CCITTFactory.java,455,Closeable_MeaninglessClose,org.apache.pdfbox.pdmodel.graphics.image.CCITTFactory.java
140,apache.pdfbox,4c6428d7,CCITTFaxFilter.java,138,Closeable_MeaninglessClose,org.apache.pdfbox.filter.CCITTFaxFilter.java
141,apache.pdfbox,4c6428d7,CCITTFactory.java,148,ByteArrayOutputStream_FlushBeforeRetrieve,org.apache.pdfbox.pdmodel.graphics.image.CCITTFactory.java
142,apache.pdfbox,4c6428d7,SampledImageReader.java,433,Closeable_MeaninglessClose,org.apache.pdfbox.pdmodel.graphics.image.SampledImageReader.java
143,apache.pdfbox,4c6428d7,COSWriterXRefEntryTest.java,37,Comparable_CompareToNull,org.apache.pdfbox.pdfwriter.COSWriterXRefEntryTest.java
144,apache.pdfbox,4c6428d7,COSWriterXRefEntryTest.java,37,Comparable_CompareToNullException,org.apache.pdfbox.pdfwriter.COSWriterXRefEntryTest.java
145,apache.pdfbox,4c6428d7,ASCII85OutputStream.java,238,ByteArrayOutputStream_FlushBeforeRetrieve,org.apache.pdfbox.filter.ASCII85OutputStream.java
146,apache.pdfbox,4c6428d7,ASCII85OutputStream.java,238,OutputStream_ManipulateAfterClose,org.apache.pdfbox.filter.ASCII85OutputStream.java
147,apache.pdfbox,4c6428d7,TestCOSStream.java,158,ByteArrayOutputStream_FlushBeforeRetrieve,org.apache.pdfbox.cos.TestCOSStream.java
148,apache.pdfbox,4c6428d7,TestExtractText.java,51,ByteArrayOutputStream_FlushBeforeRetrieve,org.apache.pdfbox.tools.TestExtractText.java
149,apache.ambari,b0596110,AnnotationsWriter.java,87,Closeable_MeaninglessClose,javassist.bytecode.annotation.AnnotationsWriter.java
150,apache.ambari,b0596110,JsonWriter.java,540,Closeable_MeaninglessClose,com.google.gson.stream.JsonWriter.java
151,apache.ambari,b0596110,PropertiesUtil.java,318,TreeSet_Comparable,org.apache.logging.log4j.util.PropertiesUtil.java
152,apache.ambari,b0596110,PropertiesUtil.java,318,SortedSet_Comparable,org.apache.logging.log4j.util.PropertiesUtil.java
153,apache.ambari,b0596110,PropertiesUtil.java,320,TreeSet_Comparable,org.apache.logging.log4j.util.PropertiesUtil.java
154,apache.ambari,b0596110,PropertiesUtil.java,320,SortedSet_Comparable,org.apache.logging.log4j.util.PropertiesUtil.java
155,apache.ambari,b0596110,RegularImmutableList.java,1,Collection_HashCode,com.google.common.collect.RegularImmutableList.java
156,apache.ambari,b0596110,StatusConfiguration.java,220,Collections_SynchronizedCollection,org.apache.logging.log4j.core.config.status.StatusConfiguration.java
157,apache.shiro,010e4567,DefaultSerializer.java,50,ByteArrayOutputStream_FlushBeforeRetrieve,org.apache.shiro.io.DefaultSerializer.java
158,apache.shiro,010e4567,SimpleNamedFilterListTest.java,113,ListIterator_Set,org.apache.shiro.web.filter.mgt.SimpleNamedFilterListTest.java
159,apache.shiro,010e4567,SimpleNamedFilterListTest.java,115,ListIterator_Set,org.apache.shiro.web.filter.mgt.SimpleNamedFilterListTest.java
160,apache.shiro,010e4567,SimpleNamedFilterList.java,91,Collection_UnsynchronizedAddAll,org.apache.shiro.web.filter.mgt.SimpleNamedFilterList.java
161,apache.shiro,010e4567,WebUtils.java,347,URLDecoder_DecodeUTF8,org.apache.shiro.web.util.WebUtils.java
162,apache.stanbol,2fcf471b,PosTypeChunker.java,92,TreeSet_Comparable,org.apache.stanbol.commons.opennlp.PosTypeChunker.java
163,apache.stanbol,2fcf471b,PosTypeChunker.java,92,SortedSet_Comparable,org.apache.stanbol.commons.opennlp.PosTypeChunker.java
164,apache.stanbol,2fcf471b,PosTypeChunker.java,94,TreeSet_Comparable,org.apache.stanbol.commons.opennlp.PosTypeChunker.java
165,apache.stanbol,2fcf471b,PosTypeChunker.java,94,SortedSet_Comparable,org.apache.stanbol.commons.opennlp.PosTypeChunker.java
166,apache.stanbol,2fcf471b,TcProviderMultiplexer.java,70,TreeSet_Comparable,org.apache.clerezza.rdf.core.access.TcProviderMultiplexer.java
167,apache.stanbol,2fcf471b,TcProviderMultiplexer.java,70,SortedSet_Comparable,org.apache.clerezza.rdf.core.access.TcProviderMultiplexer.java
168,apache.stanbol,2fcf471b,AbstractGraph.java,1,Collection_HashCode,org.apache.clerezza.commons.rdf.impl.utils.AbstractGraph.java
169,apache.stanbol,2fcf471b,JavaCharStream.java,161,Reader_ManipulateAfterClose,com.hp.hpl.jena.n3.turtle.parser.JavaCharStream.java
170,apache.stanbol,2fcf471b,IndexedGraph.java,207,TreeSet_Comparable,org.apache.stanbol.commons.indexedgraph.IndexedGraph.java
171,apache.stanbol,2fcf471b,IndexedGraph.java,207,SortedSet_Comparable,org.apache.stanbol.commons.indexedgraph.IndexedGraph.java
172,apache.stanbol,2fcf471b,IndexedGraph.java,208,TreeSet_Comparable,org.apache.stanbol.commons.indexedgraph.IndexedGraph.java
173,apache.stanbol,2fcf471b,IndexedGraph.java,208,SortedSet_Comparable,org.apache.stanbol.commons.indexedgraph.IndexedGraph.java
174,apache.stanbol,2fcf471b,IndexedGraph.java,209,TreeSet_Comparable,org.apache.stanbol.commons.indexedgraph.IndexedGraph.java
175,apache.stanbol,2fcf471b,IndexedGraph.java,209,SortedSet_Comparable,org.apache.stanbol.commons.indexedgraph.IndexedGraph.java
176,apache.stanbol,2fcf471b,TreeModel.java,654,TreeSet_Comparable,org.openrdf.model.impl.TreeModel.java
177,apache.stanbol,2fcf471b,TreeModel.java,654,SortedSet_Comparable,org.openrdf.model.impl.TreeModel.java
178,apache.stanbol,2fcf471b,SesameYard.java,319,SortedSet_Comparable,org.apache.stanbol.entityhub.yard.sesame.SesameYard.java
179,apache.stanbol,2fcf471b,OWLRDFVocabulary.java,393,CharSequence_NotInSet,org.semanticweb.owlapi.vocab.OWLRDFVocabulary.java
180,apache.stanbol,2fcf471b,RDFXMLRenderer.java,193,TreeSet_Comparable,org.coode.owlapi.rdf.rdfxml.RDFXMLRenderer.java
181,apache.stanbol,2fcf471b,RDFXMLRenderer.java,193,SortedSet_Comparable,org.coode.owlapi.rdf.rdfxml.RDFXMLRenderer.java
182,apache.stanbol,2fcf471b,OWLFacet.java,90,CharSequence_NotInSet,org.semanticweb.owlapi.vocab.OWLFacet.java
183,apache.stanbol,2fcf471b,IOUtils.java,303,Closeable_MeaninglessClose,org.apache.commons.io.IOUtils.java
184,apache.stanbol,2fcf471b,ParserBase.java,301,Collection_UnsynchronizedAddAll,com.hp.hpl.jena.sparql.lang.ParserBase.java
185,apache.activemq-artemis,e2d6d072,ByteUtil.java,241,Long_BadParsingArgs,org.apache.activemq.artemis.utils.ByteUtil.java
186,apache.activemq-artemis,e2d6d072,TypedProperties.java,977,CharSequence_UndefinedHashCode,org.apache.activemq.artemis.utils.collections.TypedProperties.java
187,apache.activemq-artemis,e2d6d072,InflaterWriter.java,79,Closeable_MeaninglessClose,org.apache.activemq.artemis.utils.InflaterWriter.java
188,apache.activemq-artemis,e2d6d072,SimpleCharStream.java,131,Reader_ManipulateAfterClose,org.apache.activemq.artemis.selector.strict.SimpleCharStream.java
189,apache.activemq-artemis,e2d6d072,PropertyExpression.java,71,CharSequence_UndefinedHashCode,org.apache.activemq.artemis.selector.filter.PropertyExpression.java
